adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",,31995,tt0031505,en,Jamaica Inn,"In coastal Cornwall, England, during the early 19th Century, a young woman discovers that she's living with a gang of criminals who arrange shipwrecking for profit.",3.876608,/80V3ScsMRzsuLF0T17SlRN4tiah.jpg,"[{'name': 'Mayflower Pictures Corporation', 'id': 14701}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1939-05-11,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Jamaica Inn,False,5.6,43.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,940,tt0030341,en,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",6.078088,/edL8YmyR1BjICz3mp1fhUqSOPnF.jpg,"[{'name': 'Gainsborough Pictures', 'id': 1221}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1938-07-26,0.0,96.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Spies! Playing the game of love - and sudden death!,The Lady Vanishes,False,7.5,183.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,2762,tt0029811,en,Young and Innocent,"Derrick De Marney finds himself in a 39 Steps situation when he is wrongly accused of murder. While a fugitive from the law, De Marney is helped by heroine Nova Pilbeam, who three years earlier had played the adolescent kidnap victim in Hitchcock's The Man Who Knew Too Much. The obligatory ""fish out of water"" scene, in which the principals are briefly slowed down by a banal everyday event, occurs during a child's birthday party. The actual villain, whose identity is never in doubt (Hitchcock made thrillers, not mysteries) is played by George Curzon, who suffers from a twitching eye. Curzon's revelation during an elaborate nightclub sequence is a Hitchcockian tour de force, the sort of virtuoso sequence taken for granted in these days of flexible cameras and computer enhancement, but which in 1937 took a great deal of time, patience and talent to pull off. Released in the US as The Girl Was Young, Young and Innocent was based on a novel by Josephine Tey.",3.824884,/8teH96d4Hcg1BWwCePXcuHrcYxw.jpg,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1937-11-01,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Brilliant Melodrama,Young and Innocent,False,6.8,42.0
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,12684,tt0028212,en,Sabotage,"A Scotland Yard undercover detective is on the trail of a saboteur who is part of a plot to set off a bomb in London. But when the detective's cover is blown, the plot begins to unravel.",6.514753,/9DM9MPN6jtvIhqvadCFTPBQZwiW.jpg,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1936-12-02,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,...A Bomb Plot ...A Killing ...Justice,Sabotage,False,6.7,60.0
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,2761,tt0028231,en,Secret Agent,"After three British agents are assigned to assassinate a mysterious German spy during World War I, two of them become ambivalent when their duty to the mission conflicts with their consciences.",4.119907,/i1LsfCAuZWZsI5S5ewvQ3RCrXOc.jpg,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1936-06-12,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Secret Agent,False,6.7,36.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,8208,tt0025452,en,The Man Who Knew Too Much,"A man and his wife receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.",7.294135,/AvOa83nHSNJBpOPK0IJLz01r0c6.jpg,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1934-11-30,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Public Enemy No. 1 of all the world...,The Man Who Knew Too Much,False,6.4,73.0
False,,0,[],,52907,tt0024747,en,Waltzes from Vienna,The story of Johann Strauss the elder and younger.,0.751957,/jnXsVjBSfcgRxFOmxZpbwCe2Mrg.jpg,"[{'name': 'Gaumont British Picture Corporation', 'id': 4978}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1934-01-31,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Waltzes from Vienna,False,4.8,11.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,15007,tt0023285,en,Number Seventeen,"A gang of thieves gather at a safe house following a robbery, but a detective is on their trail.",1.962002,/quGnSVNAmuXNCQAZepRyrd89Coo.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1932-07-18,0.0,63.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Number Seventeen,False,5.3,19.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,36049,tt0023395,en,Rich and Strange,"A couple, Fred (Henry Kendall) and Emily Hill (Joan Barry) , living a mundane middle-class life in London, are given a small fortune by an uncle as an advance against their future inheritance so that they can enjoy it in the present. Immediately Fred takes leave from his job as a clerk and they leave on a cruise for ""the Orient"". Fred quickly shows his susceptibility to sea-sickness while crossing",1.581063,/eDMrDdi85s2kHU1tBR5jS5lStkb.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1931-12-10,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Rich and Strange,False,5.5,16.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,52748,tt0022395,en,The Skin Game,An old traditional family and a modern family battle over land in a small English village and almost destroy each other.,1.775534,/oIAqrTSB42jWNlbW8Q5SLYwhO4Z.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1931-02-26,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Skin Game,False,4.9,15.0
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",,75793,tt0020852,en,Elstree Calling,"A series of 19 musical and comedy ""vaudeville"" sketches presented in the form of a live broadcast hosted by Tommy Handley (as himself). There are two ""running gags"" which connect the sketches. In one, an actor wants to perform Shakespeare, but he is continually denied air-time. The other gag has an inventor trying to view the broadcast on television.",1.453276,/lEcipqsopVzxviueMscA0BHBiul.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-02-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Elstree Calling,False,3.8,2.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,47695,tt0021015,en,Juno and the Paycock,"During the Irish revolution, a family earns a big inheritance. They start leading a rich life forgetting what the most important values of are. At the end, they discover they will not receive that inheritance; the family is destroyed and penniless. They must sell their home and start living like vagabonds.",1.783776,/lGsScGu3pktbddUApGfLp0m6I9G.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-06-29,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Juno and the Paycock,False,5.1,11.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,31930,tt0021165,en,Murder!,"When a woman is convicted of murder, one of the jurors selected to serve on the murder-trial jury believes the accused, an aspiring actress, is innocent of the crime and takes it upon himself to apprehend the real killer.",1.988389,/xnxsea6yRsLYaE69sPy69fjhDbi.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1930-07-31,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Murder!,False,6.3,19.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,20213,tt0020142,en,The Manxman,A fisherman and a rising lawyer who grew up as brothers fall in love with the same woman.,1.680545,/6cpyL7msoojckIUmGPXkj7PPWJe.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1929-01-21,0.0,100.0,[],Released,,The Manxman,False,5.4,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,543,tt0019702,en,Blackmail,"Alice's boyfriend Frank is a Scotland Yard detective who seems more interested in police work than in her. When she agrees to go out with another man, he attacks her and she defends herself and kills him. When the body is discovered, Frank is assigned to the case. He quickly discovers that Alice is the killer, but so has someone else, and they are threatening blackmail.",3.956703,/u27rAiqJ305y6a4pUnW7cACQT0h.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1929-06-30,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See and Hear It - Our Mother Tongue As It Should Be Spoken,Blackmail,False,6.8,45.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,36054,tt0018756,en,Champagne,"Betty, rebellious daughter of a millionaire, decides to marry the pennyless Jean, against her father's will. She runs away to France and she starts living a life of luxury on the profits from her father's business. The rich man decides to put a stop to her behavior pretending his business crashed. Betty now has to find money by herself and she gets a job in a night club.",0.560815,/uQ4J0umdET3WHPHd6VsDpIoddnx.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1928-08-19,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Champagne,False,5.6,13.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.thefarmerswifefilm.co.uk/,143750,tt2140519,en,The Farmer's Wife,"As her surroundings are invaded by outsiders, THE FARMER'S WIFE stoically carries out her daily tasks in preparation for what will be her final day on her farm, the only land she has known. Unable to accept this forced future, subconscious memories return that ultimately lead her to connect more to the countryside of her youth than ever before.",0.211754,/ePPNVWyIKYBdsGrOrYVaPKM8DlM.jpg,[],[],2012-06-20,0.0,18.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Farmer's Wife,False,10.0,1.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,52782,tt0017825,en,Downhill,"After public school student Roddy Berwick takes the blame for a friend's transgression and is expelled, his life goes downhill.",1.646779,/p3ZTJIjcl1jBzlXfrmQXFbjvtCy.jpg,"[{'name': 'Gainsborough Pictures', 'id': 1221}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1927-10-24,0.0,110.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Downhill,False,6.3,11.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,36055,tt0017843,en,Easy Virtue,"Larita Filton is named as correspondent in a scandalous divorce case. She escapes to France to rebuild her life where she meets John Whittaker. They are later married, but John's well-to-do family finds out Larita's secret.",0.957802,/blrQSfCOBJAKxWptjRnVI3AYvH2.jpg,"[{'name': 'Gainsborough Pictures', 'id': 1221}]",[],1928-03-05,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Easy Virtue,False,5.4,15.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,36056,tt0018328,en,The Ring,"Both Jack Sander and Bob Corby are boxers in love with Mabel. Jack and Mabel wed, but their marriage is flat. The young wife looks to Bob for comfort.",1.986461,/gQRoIfnyWbBtMjLqbDY0wPulBfX.jpg,"[{'name': 'British International Pictures (BIP)', 'id': 51816}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1927-10-01,0.0,116.0,[],Released,Two boxers compete for the love of a woman.,The Ring,False,6.1,16.0
False,,12000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,2760,tt0017075,en,The Lodger: A Story of the London Fog,A London landlady suspects her mysterious new lodger may be The Avenger who is killing blonde women.,9.299853,/feCIblDiTU1L2uWTi3rtYw6Nzyz.jpg,"[{'name': 'Carlyle Blackwell Productions', 'id': 1222}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1927-02-14,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Lodger: A Story of the London Fog,False,7.2,49.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,64398,tt0016230,de,The Pleasure Garden,"Patsy Brand is a chorus girl at the Pleasure Garden music hall. She meets Jill Cheyne who is down on her luck and gets her a job as a dancer. Jill meets adventurer Hugh Fielding and they get engaged, but when Hugh travels out of the country, she begins to play around.",0.753073,/kxYHrcru3l0vpEraoJGBRPCunXP.jpg,"[{'name': 'Gainsborough Pictures', 'id': 1221}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'Münchner Lichtspielkunst', 'id': 29577}]",[],1925-11-03,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Pleasure Garden,False,5.7,10.0
False,,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,10220,tt0128442,en,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,8.783454,/j5IzmdWdO5CqgeoyJLZ1dO7w375.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Spanky Pictures', 'id': 1566}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-09-11,22921898.0,121.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,Trust everyone... But always cut the cards.,Rounders,False,6.9,451.0
False,"{'id': 432, 'name': 'Cube Collection', 'poster_path': '/pRshONhwgQYb2IYcxhEIMDFc62d.jpg', 'backdrop_path': '/4SdZhO4M5vJ48dqp7r8PieZ37RJ.jpg'}",250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",,431,tt0123755,en,Cube,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,12.095263,/u50r6chJGO2iqxVAvtQ07obiCkB.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Feature Film Project', 'id': 21953}, {'name': 'Cube Libre', 'id': 22207}, {'name': 'Harold Greenberg Fund', 'id': 22208}, {'name': 'Odeon Films', 'id': 22209}, {'name': 'Ontario Film Development Corporation', 'id': 22210}, {'name': 'Viacom Canada', 'id': 22211}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1997-09-09,501818.0,90.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Don't look for a reason... Look for a way out.,Cube,False,6.9,1101.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,31641,tt0118980,en,Digging to China,"Harriet, a ten-year old girl, lives together with her big sister and her alcoholic mother out in the countryside. The family runs a motel. Harriet is different from the others, as she owns a great creativity and has nobody to play with. Her infinite world exists only in her mind. One day, Ricky comes along. He is a grown-up, but retarded son of an elderly lady. Soon, Harriet and Ricky share their experiences of life from a different point of view and become close friends. But his mother still plans to give Ricky away into professional care in a home, because she won't live forever to be there for him",1.486062,/7EGGfidMvY8xOGP0JjByWOoRHor.jpg,"[{'name': 'Davis Entertainment Classics', 'id': 7070}, {'name': 'Digging to China LLC', 'id': 7856}, {'name': 'Ministry of Film, The', 'id': 21085}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-07-07,33556.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Two innocent outcasts. One incredible friendship.,Digging to China,False,6.5,10.0
False,,0,[],,223318,tt0165857,en,Let's Talk About Sex,"Woman interviews her friends, talking about sex.",0.028316,/59uXfJH41SvByO9CXfQ5ATkEN26.jpg,[],[],1998-09-11,0.0,82.0,[],Released,,Let's Talk About Sex,False,0.0,0.0
False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,69848,tt0120775,en,One Man's Hero,"One Man's Hero tells the little-known story of the ""St. Patrick's Battalion"" or ""San Patricios,"" a group of mostly Irish and other immigrants of the Catholic faith who deserted to Mexico after encountering religious and ethnic prejudice in the U.S. Army during the Mexican-American War. The plot centers around the personal story of John Riley, an Irishman who had been a sergeant in the American Army who is commissioned as a captain in the Mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border",0.996778,/vgvVNmCybkmOtaSXpSG7aONQrJ2.jpg,"[{'name': 'Filmax', 'id': 3631}, {'name': 'Silver Lion Films', 'id': 11601}, {'name': 'Televisa S.A. de C.V.', 'id': 55465}, {'name': 'Arco Films S.L', 'id': 55776}, {'name': 'Hool/Macdonald Productions', 'id': 55777}, {'name': 'Producciones San Patricia', 'id': 55778}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1999-08-02,0.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One man's hero is another man's traitor.,One Man's Hero,False,9.3,2.0
False,,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,22796,tt0124879,en,Simon Birch,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",2.651408,/wB6JV6KflRFoNpVnJxR99fhgTJ3.jpg,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-09-11,18253415.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Destiny has big plans for little Simon Birch.,Simon Birch,False,6.5,52.0
False,,25000000,"[{'id': 18, 'name': 'Drama'}]",,22256,tt0119934,en,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",3.643468,/3l6XZ9N9hOzVgXTsI2uYVFK0UPX.jpg,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-09-11,777423.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,PRE. The way he competed. The way he lived his life.,Without Limits,False,6.4,20.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,37550,tt0075040,it,Pasqualino Settebellezze,"Nominated for four Academy Awards including Best Director, Seven Beauties stars Giancarlo Giannini (Swept Away) as Pasqualino Frafuso, known in Naples as ""Pasqualino Seven Beauties."" A petty thief who lives off of the profits of his seven sisters while claiming to protect their honor at any cost, Pasqualino is arrested for murder and later sent to fight in the army after committing sexual assault. The Germans capture him and he gets sent to a concentration camp where he plots to make his escape by seducing a German officer.",1.356974,/sjzvTaFHalbCKDJrHcvjb3WpeI5.jpg,"[{'name': 'Medusa Distribuzione', 'id': 15868}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1975-12-20,0.0,116.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Seven Beauties,False,8.8,10.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,37916,tt0073817,it,Travolti da un insolito destino nell'azzurro mare d'agosto,"Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue. He is stood up.",1.614531,/hnpQNKlUqpq1uCgHOtfLMJUjCvU.jpg,"[{'name': 'Medusa Produzione', 'id': 1702}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1974-12-18,0.0,116.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Swept Away,False,7.4,36.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,21873,tt0081207,en,My Bodyguard,"Clifford Peach (Chris Makepeace), an easygoing teenager, is finding less than easy to fit in at his new high school, where a tough-talking bully (Matt Dillon) terrorizes his classmates and extorts their lunch money. Refusing to pay up, Clifford enlist the aid of an overgrown misfit whose mere presence intimidates students and teachers alike. But their ""business relationship"" soon turns personal as Clifford and the troubled loner forge a winning alliance against their intimidators - and a very special friendship with each other. Ruth Gordon, Martin Mull, Joan Cusack and John Houseman round out ""a truly remarkable cast"" (Variety) in this delightful coming-of-age comedy and triumphant tribute to the underdog.",2.48642,/v0AgK10BeuLloxTiXLWYFZ6DmWN.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Melvin Simon Productions', 'id': 2124}, {'name': 'Market Street Productions', 'id': 8829}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-07-11,22482952.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Terrorized in the Toilets? Chased after school? Shaken down for lunch money? GET A BODYGUARD,My Bodyguard,False,6.2,31.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,21500,tt0085346,en,Class,"Naive Midwestern prep student Jonathan bonds with his more worldly roommate, Skip, who takes the small-town boy under his wing. At Skip's urging, the inexperienced Jonathan is emboldened to seek out older women in the cocktail lounges of nearby Chicago, where he meets and beds the alluring Ellen, who unfortunately turns out to be Skip's mother. The division between the friends is further deepened when a cheating scandal engulfs the school.",3.169554,/vh6tuoD9GIT8WpV3Nhob95OLGai.jpg,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-07-22,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The good news is, Jonathan's having his first affair. The bad news is, she's his roommate's mother!",Class,False,5.8,38.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,84116,tt0087359,en,"Grandview, U.S.A.","Life in the small town of Grandview, Illinois is one that is just like any other city or town. Tim Pearson, soon to be graduating high school wants to go to Florida to study oceanography. He meets Michelle ""Mike"" Cody and is attracted to her. She runs the local Demolition Derby place. Ernie ""Slam"" Webster is on of the drivers in the derby who's wife is cheating on him and wants to later on be with Mike. Tim falls for Mike and a big love triangle is about to happen.",8.143655,/uv050doScga5vL2dkq0fhvVEcB1.jpg,"[{'name': 'CBS Entertainment Productions', 'id': 3902}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-08-03,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Where dreams have a funny way of coming true.,"Grandview, U.S.A.",False,5.8,7.0
False,,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12626,tt0092699,en,Broadcast News,"Basket-case network news producer Jane Craig falls for new reporter Tom Grunnick, a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman, a talented but plain correspondent, carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes, and both the news and Jane must decide between style and substance.",8.627019,/lbuBF2FbPqFoMSIY8BsXNMMhctR.jpg,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Amercent Films', 'id': 5263}, {'name': 'American Entertainment Partners L.P.', 'id': 5264}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-12-16,51249404.0,133.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's the story of their lives.,Broadcast News,False,6.8,101.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,37818,tt0092537,en,The Allnighter,"Molly (Hoffs), Val (Pfeiffer) and Gina (Cusack) are graduating college, but on their final night, frustrations are aired. Molly is still looking for real love and Val is beginning to doubt if that is what she has found. Gina is too busy videotaping everything to really notice. When the final party at Pacifica College kicks off, things do not go exactly as planned.",0.612445,/d4PHcESLlzPiGsa3yPsVEyXz5c.jpg,[],[],1987-05-01,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who says you can't do it all in one night?,The Allnighter,False,4.3,4.0
False,,28000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,3525,tt0096463,en,Working Girl,"Witty, romantic look at life in the corporate jungle. Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",8.318954,/nuI5dlPhKb0H1wyn85fIJirdwpX.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1988-12-20,103173635.0,114.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,For anyone who's ever won. For anyone who's ever lost. And for everyone who's still in there trying.,Working Girl,False,6.5,242.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,129628,tt0096166,en,Stars & Bars,"Henderson Dores (Daniel Day Lewis), a New York based art dealer from England, travels to Georgia to persuade patriarch, Harry Dean Stanton, to sell a Monet previously thought lost.",0.40317,/eEURole1aCRHwtucP6fk6rchMH1.jpg,[],[],1988-03-18,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Stars & Bars,False,5.3,2.0
